person_id,incident_id,role
person_627,crime_504,suspect
person_628,crime_379,witness
person_629,crime_206,victim
person_630,crime_187,suspect
person_631,crime_87,victim
person_632,crime_82,victim suspect
person_633,crime_174,victim
person_633,crime_177,victim
person_634,crime_177,witness
person_634,crime_291,victim
person_635,crime_505,witness
person_636,crime_124,suspect
person_636,crime_63,suspect
person_636,crime_506,suspect
person_637,crime_95,suspect
person_637,crime_303,suspect
person_638,crime_57,victim
person_639,crime_87,victim
person_640,crime_245,victim
person_641,crime_107,suspect
person_642,crime_507,suspect
person_642,crime_508,suspect
person_642,crime_505,victim
person_642,crime_434,victim
person_642,crime_344,victim
person_643,crime_413,suspect
person_644,crime_83,suspect
person_645,crime_394,witness
person_646,crime_413,suspect
person_647,crime_28,victim
person_648,crime_29,suspect
person_649,crime_502,suspect
person_649,crime_94,suspect
person_650,crime_308,suspect
person_651,crime_87,victim
person_652,crime_292,witness
person_652,crime_174,victim
person_653,crime_271,victim suspect
person_654,crime_332,suspect
person_655,crime_413,suspect
person_656,crime_453,witness
person_657,crime_79,victim
person_658,crime_234,victim
person_659,crime_293,victim
person_659,crime_442,victim
person_659,crime_234,victim
person_659,crime_141,victim
person_659,crime_142,victim
person_659,crime_143,victim
person_659,crime_81,witness
person_659,crime_144,victim
person_659,crime_509,victim
person_660,crime_6,suspect
person_661,crime_14,witness
person_662,crime_510,victim
person_662,crime_112,suspect
person_663,crime_511,victim
person_663,crime_400,witness
person_663,crime_512,victim
person_664,crime_513,victim
person_664,crime_358,victim
person_665,crime_14,witness
person_666,crime_480,suspect
person_666,crime_280,suspect
person_667,crime_487,victim
person_668,crime_187,witness
person_669,crime_187,witness
person_670,crime_236,suspect
person_671,crime_346,suspect
person_672,crime_161,suspect
person_673,crime_161,suspect
person_674,crime_289,suspect
person_675,crime_85,suspect
person_676,crime_316,witness
person_676,crime_396,victim
person_677,crime_78,suspect
person_678,crime_262,witness
person_679,crime_100,witness
person_680,crime_514,witness
person_680,crime_515,victim
person_680,crime_156,suspect
person_680,crime_254,suspect
person_681,crime_316,victim
person_681,crime_514,victim
person_681,crime_515,victim
person_681,crime_297,suspect
person_681,crime_309,suspect
person_682,crime_316,victim
person_683,crime_70,suspect
person_684,crime_97,victim
person_685,crime_516,suspect
person_686,crime_274,witness
person_686,crime_413,suspect
person_686,crime_516,suspect
person_687,crime_442,witness
person_688,crime_442,witness
person_689,crime_44,suspect
person_690,crime_517,suspect
person_690,crime_23,victim
person_690,crime_348,suspect
person_690,crime_518,suspect
person_690,crime_183,suspect
person_690,crime_519,suspect
person_690,crime_160,suspect
person_691,crime_375,suspect
person_692,crime_495,victim
person_692,crime_520,victim
person_693,crime_99,suspect
person_694,crime_2,victim
person_695,crime_95,suspect
person_695,crime_521,suspect
person_695,crime_417,suspect
person_695,crime_260,suspect
person_695,crime_376,victim
person_695,crime_418,suspect
person_695,crime_140,suspect
person_695,crime_522,suspect
person_695,crime_110,witness
person_695,crime_523,suspect
person_695,crime_424,suspect
person_696,crime_362,suspect
person_696,crime_524,suspect
person_696,crime_481,suspect
person_696,crime_525,suspect
person_696,crime_508,suspect
person_696,crime_364,suspect
person_696,crime_365,suspect
person_696,crime_526,victim
person_696,crime_527,victim
person_697,crime_52,victim
person_698,crime_153,victim
person_699,crime_153,victim
person_700,crime_233,suspect
person_701,crime_97,victim
person_702,crime_528,victim
person_702,crime_481,victim
person_703,crime_365,witness
person_704,crime_405,suspect
person_705,crime_529,victim
person_706,crime_530,suspect
person_707,crime_192,victim suspect
person_708,crime_530,suspect
person_709,crime_168,suspect
person_710,crime_11,suspect
person_711,crime_60,suspect
person_712,crime_390,victim suspect
person_713,crime_126,witness
person_714,crime_41,witness
person_715,crime_531,suspect
person_715,crime_59,suspect
person_715,crime_417,suspect
person_715,crime_532,suspect
person_715,crime_490,suspect
person_715,crime_85,suspect
person_715,crime_140,suspect
person_715,crime_118,suspect
person_715,crime_533,suspect
person_715,crime_110,witness
person_715,crime_419,suspect
person_715,crime_432,suspect
person_716,crime_5,victim
person_717,crime_320,suspect
person_718,crime_494,witness
person_719,crime_310,victim
person_719,crime_435,suspect
person_719,crime_112,suspect
person_720,crime_435,suspect
person_721,crime_310,victim
person_722,crime_169,victim suspect
person_723,crime_530,victim
person_723,crime_534,victim
person_723,crime_278,victim
person_724,crime_444,suspect
person_725,crime_287,suspect
person_726,crime_153,victim
person_727,crime_380,witness
person_728,crime_321,suspect
person_729,crime_119,victim
person_729,crime_263,victim
person_729,crime_137,suspect
person_729,crime_277,suspect
person_729,crime_535,suspect
person_729,crime_167,suspect
person_729,crime_432,suspect
person_729,crime_261,suspect
person_730,crime_257,victim
person_731,crime_379,victim
person_731,crime_380,victim
person_732,crime_378,witness
person_733,crime_315,victim
person_734,crime_221,suspect
person_735,crime_300,suspect
person_736,crime_29,victim
person_736,crime_243,victim
person_736,crime_151,victim suspect
person_736,crime_294,victim
person_736,crime_356,victim
person_736,crime_399,victim
person_737,crime_301,suspect
person_738,crime_203,suspect
person_739,crime_333,victim
person_739,crime_416,witness
person_740,crime_311,victim suspect
person_740,crime_251,suspect
person_740,crime_416,witness
person_741,crime_97,victim
person_742,crime_290,suspect
person_743,crime_110,witness
person_744,crime_515,victim
person_744,crime_309,victim
person_745,crime_514,suspect
person_746,crime_156,victim
person_746,crime_254,victim
person_746,crime_309,suspect
person_747,crime_40,suspect
person_748,crime_153,victim
person_749,crime_227,witness
person_750,crime_324,victim suspect
person_751,crime_271,witness
person_752,crime_484,victim
person_753,crime_114,suspect
person_754,crime_313,victim
person_755,crime_370,victim
person_756,crime_1,suspect
person_757,crime_332,suspect
person_758,crime_536,victim
person_758,crime_537,victim
person_759,crime_155,victim
person_760,crime_63,suspect
person_761,crime_86,victim suspect
person_762,crime_315,victim
person_763,crime_77,suspect
person_763,crime_538,victim
person_763,crime_56,suspect
person_763,crime_345,victim
person_764,crime_517,victim
person_764,crime_503,victim
person_764,crime_396,victim
person_765,crime_468,suspect
person_766,crime_349,suspect
person_767,crime_130,suspect
person_767,crime_131,suspect
person_767,crime_494,suspect
person_767,crime_132,suspect
person_767,crime_134,suspect
person_767,crime_135,suspect
person_768,crime_19,suspect
person_769,crime_385,victim
person_770,crime_87,suspect
person_771,crime_342,victim
person_772,crime_82,victim
person_773,crime_11,suspect
person_774,crime_460,victim
person_774,crime_110,witness
person_775,crime_539,victim
person_775,crime_110,witness
person_776,crime_58,suspect
person_776,crime_110,witness
person_777,crime_110,witness
person_778,crime_540,victim
person_778,crime_110,witness
person_779,crime_52,victim
person_779,crime_439,victim suspect
person_780,crime_262,suspect
person_781,crime_24,witness
person_782,crime_14,victim
person_783,crime_487,victim
person_783,crime_31,victim
person_784,crime_398,suspect
person_785,crime_53,victim
person_786,crime_157,suspect
person_787,crime_104,victim
person_788,crime_259,witness
person_788,crime_173,suspect
person_788,crime_467,witness
person_788,crime_541,victim
person_788,crime_452,suspect
person_789,crime_541,suspect
person_790,crime_248,victim
person_791,crime_248,victim
person_792,crime_199,witness
person_793,crime_378,witness
person_793,crime_379,witness
person_794,crime_378,victim
person_795,crime_43,suspect
person_796,crime_50,victim
person_797,crime_536,suspect
person_797,crime_368,suspect
person_797,crime_537,suspect
person_797,crime_387,victim
person_797,crime_68,victim
person_797,crime_71,suspect
person_797,crime_72,suspect
person_798,crime_189,suspect
person_799,crime_542,victim
person_800,crime_509,suspect
person_801,crime_535,victim
person_802,crime_114,suspect
person_803,crime_28,victim
person_804,crime_217,witness
person_805,crime_515,victim
person_806,crime_22,suspect
person_807,crime_116,suspect
person_808,crime_204,witness
person_809,crime_347,suspect
person_809,crime_326,suspect
person_809,crime_160,suspect
person_810,crime_326,witness
person_811,crime_235,suspect
person_811,crime_266,suspect
person_811,crime_543,suspect
person_811,crime_110,witness
person_811,crime_544,suspect
person_812,crime_334,victim
person_812,crime_112,suspect
person_812,crime_46,suspect
person_812,crime_545,victim
person_813,crime_373,victim
person_814,crime_166,suspect
person_815,crime_511,suspect
person_815,crime_513,suspect
person_815,crime_529,suspect
person_815,crime_546,suspect
person_815,crime_308,suspect
person_815,crime_489,suspect
person_815,crime_473,suspect
person_815,crime_525,victim
person_815,crime_400,suspect
person_815,crime_133,suspect
person_815,crime_359,suspect
person_815,crime_185,suspect
person_815,crime_47,suspect
person_815,crime_547,suspect
person_815,crime_548,suspect
person_815,crime_352,suspect
person_815,crime_549,suspect
person_815,crime_499,suspect
person_815,crime_550,victim
person_815,crime_551,suspect
person_815,crime_404,suspect
person_815,crime_512,suspect
person_815,crime_160,suspect
person_815,crime_415,suspect
person_815,crime_256,suspect
person_816,crime_153,victim
person_817,crime_251,witness
person_818,crime_474,victim suspect
person_818,crime_493,victim
person_818,crime_190,victim
person_819,crime_501,suspect
person_820,crime_19,suspect
person_821,crime_324,victim suspect
person_821,crime_519,victim
person_822,crime_112,suspect
person_823,crime_227,witness
person_824,crime_171,victim
person_825,crime_399,suspect
person_826,crime_300,suspect
person_827,crime_265,suspect
person_828,crime_298,victim
person_829,crime_271,witness
